"","Zona","Provincia","Canton","Distrito","Circuito","Fecha Infraccion","Hora Infraccion","tipo_muert_matriz","Edad","Sexo","Estado Civil","Nacionalidad"
"966","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL DORADO","04/11/2014","15:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"967","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","PLAN DE VIVIENDA","21/02/2014","18:00","Asesinatos","40","MASCULINO","SOLTERO","ECUADOR"
"968","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","CHIMBACALLE","05/11/2014","12:30","Homicidios","21","FEMENINO","SOLTERO","ECUADOR"
"969","ZONA 7","EL_ORO","PORTOVELO","ZARUMA","PORTOVELO","05/11/2014","2:00","Asesinatos","82","MASCULINO","CASADO","ECUADOR"
"970","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","GARAY","05/11/2014","11:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"971","ZONA 4","MANABI","MANTA","MANTA","CUBA","06/11/2014","3:30","Femicidios","70","FEMENINO","SOLTERO","ECUADOR"
"972","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","PROPICIA","01/01/2014","5:47","Homicidios","33","MASCULINO","SOLTERO","ECUADOR"
"973","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","05/11/2014","9:40","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"974","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","01/01/2014","4:00","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"975","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CODESA","02/01/2014","4:00","Asesinatos","32","FEMENINO","SOLTERO","ECUADOR"
"976","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","POLITECNICA","06/11/2014","12:30","Asesinatos","2","MASCULINO","SOLTERO","ECUADOR"
"977","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO CENTRO","04/01/2014","20:45","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"978","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","05/11/2014","9:30","Sicariatos","21","MASCULINO","SOLTERO","ECUADOR"
"979","ZONA 4","MANABI","SANTA_ANA","24 DE MAYO","SANTA ANA","05/01/2014","0:33","Homicidios","","MASCULINO","DIVORCIADO","COLOMBIA"
"980","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","05/11/2014","21:30","Asesinatos","62","MASCULINO","UNION LIBRE","ECUADOR"
"981","ZONA 2","PICHINCHA","CAYAMBE","CAYAMBE","CAYAMBE SUR","05/11/2014","19:30","Asesinatos","47","MASCULINO","SOLTERO","ECUADOR"
"982","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","SAN MATEO","06/11/2014","22:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"983","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","12/01/2014","8:00","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"984","ZONA 9","PICHINCHA","QUITO","TUMBACO","TUMBACO","15/01/2014","2:00","Homicidios","44","FEMENINO","CASADO","ECUADOR"
"985","ZONA 5","GUAYAS","CORONEL_MARCELINO_MARIDUENA","NARANJITO MARCELINO MARIDUEÑA","MARCELINO MARIDUEÑA","16/01/2014","19:52","Asesinatos","37","FEMENINO","SOLTERO","ECUADOR"
"986","ZONA 5","GUAYAS","DAULE","DAULE","LA YOLITA","06/11/2014","21:00","Asesinatos","67","FEMENINO","SOLTERO","ECUADOR"
"987","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","EL SALTO","07/11/2014","6:00","Asesinatos","38","MASCULINO","UNION LIBRE","ECUADOR"
"988","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","FERROVIARIA","07/11/2014","15:20","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"989","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL DORADO","07/11/2014","21:15","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"990","ZONA 6","AZUAY","CUENCA","CUENCA NORTE","EL VECINO","08/11/2014","5:00","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"991","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","08/11/2014","9:30","Homicidios","72","MASCULINO","SOLTERO","ECUADOR"
"992","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","PUERTO DEL MONO","08/11/2014","19:30","Asesinatos","34","MASCULINO","CASADO","ECUADOR"
"993","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","09/11/2014","3:45","Asesinatos","35","MASCULINO","CASADO","ECUADOR"
"994","ZONA 5","GUAYAS","ISIDRO_AYORA","PEDRO CARBO","ISIDRO AYORA","08/11/2014","0:18","Asesinatos","42","MASCULINO","CASADO","ECUADOR"
"995","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","SAN CARLOS","09/11/2014","19:30","Asesinatos","62","MASCULINO","SOLTERO","ECUADOR"
"996","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CENTRO","16/01/2014","17:31","Asesinatos","44","FEMENINO","CASADO","ECUADOR"
"997","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","09/11/2014","9:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"998","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","20/01/2014","23:24","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"999","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","20/01/2014","23:36","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1000","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","20/01/2014","23:00","Asesinatos","","MASCULINO","SOLTERO","ECUADOR"
"1001","ZONA 7","EL_ORO","MACHALA","MACHALA","WILSON FRANCO","21/01/2014","21:40","Asesinatos","29","MASCULINO","CASADO","ECUADOR"
"1002","ZONA 1","ESMERALDAS","QUININDE","QUININDE","LA UNION","28/01/2014","1:15","Asesinatos","19","MASCULINO","CASADO","ECUADOR"
"1003","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","SACHAS","31/01/2014","3:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1004","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","01/02/2014","2:00","Asesinatos","","MASCULINO","SOLTERO","ECUADOR"
"1005","ZONA 4","MANABI","EL_CARMEN","EL CARMEN","EL PARAISO LA CATORCE","02/02/2014","17:00","Homicidios","43","MASCULINO","SOLTERO","ECUADOR"
"1006","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO OESTE","07/02/2014","2:00","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"1007","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","MONJAS COLLACOTO","07/02/2014","2:00","Homicidios","37","MASCULINO","SOLTERO","ECUADOR"
"1008","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","BOMBOLI","07/02/2014","14:11","Homicidios","49","FEMENINO","DIVORCIADO","ECUADOR"
"1009","ZONA 7","EL_ORO","SANTA_ROSA","SANTA ROSA","SANTA ROSA ESTE","07/02/2014","2:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1010","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","08/02/2014","2:00","Asesinatos","9","FEMENINO","SOLTERO","ECUADOR"
"1011","ZONA 9","PICHINCHA","QUITO","QUITUMBE","GUAMANI","08/02/2014","4:31","Homicidios","64","MASCULINO","CASADO","ECUADOR"
"1012","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CENTRO","06/03/2014","20:20","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"1013","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL CENTRO","09/02/2014","3:00","Homicidios","37","MASCULINO","CASADO","ECUADOR"
"1014","ZONA 9","PICHINCHA","QUITO","QUITUMBE","ECUATORIANA","11/11/2014","6:00","Homicidios","73","MASCULINO","CASADO","ECUADOR"
"1015","ZONA 2","PICHINCHA","PEDRO_MONCAYO","CAYAMBE","MALCHINGUI","12/02/2014","15:31","Homicidios","18","FEMENINO","SOLTERO","ECUADOR"
"1016","ZONA 7","EL_ORO","HUAQUILLAS","HUAQUILLAS","UNION LOJANA","29/09/2014","6:35","Homicidios","51","MASCULINO","CASADO","ECUADOR"
"1017","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","14/02/2014","21:43","Homicidios","24","MASCULINO","SOLTERO","ECUADOR"
"1018","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","INES ARANGO","28/09/2014","14:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"1019","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","14/02/2014","22:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1020","ZONA 2","NAPO","QUIJOS","EL VALLE DE QUIJOS","PAPALLACTA","25/09/2014","0:40","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"1021","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","EL TOACHI","16/02/2014","7:29","Homicidios","42","MASCULINO","DIVORCIADO","ECUADOR"
"1022","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","MONTALVO","17/02/2014","9:00","Asesinatos","53","MASCULINO","SOLTERO","ECUADOR"
"1023","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","23/09/2014","5:00","Asesinatos","","MASCULINO","UNION LIBRE","ECUADOR"
"1024","ZONA 5","LOS_RIOS","URDANETA","PUEBLOVIEJO","CATARAMA","19/02/2014","13:00","Asesinatos","46","MASCULINO","DIVORCIADO","ECUADOR"
"1025","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","EL TOACHI","20/02/2014","14:17","Homicidios","45","MASCULINO","SOLTERO","ECUADOR"
"1026","ZONA 7","EL_ORO","HUAQUILLAS","HUAQUILLAS","UNION LOJANA","18/09/2014","23:10","Asesinatos","43","MASCULINO","CASADO","ECUADOR"
"1027","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","MARTHA DE ROLDOS","24/02/2014","22:00","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"1028","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","JIPIJAPA","27/02/2014","5:29","Homicidios","20","FEMENINO","SOLTERO","ECUADOR"
"1029","ZONA 4","MANABI","PICHINCHA","PICHINCHA","SANTA ROSA","10/11/2014","6:00","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"1030","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","LAS MERCEDES","15/09/2014","16:30","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1031","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","COCA OCCIDENTE","01/03/2014","4:00","Asesinatos","23","FEMENINO","UNION LIBRE","ECUADOR"
"1032","ZONA 5","LOS_RIOS","VINCES","VINCES","ANTONIO SOTOMAYOR","10/07/2014","","Asesinatos","29","MASCULINO","NO DETERMINADO","ECUADOR"
"1033","ZONA 5","LOS_RIOS","VINCES","VINCES","ANTONIO SOTOMAYOR","10/07/2014","","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1034","ZONA 8","GUAYAS","GUAYAQUIL","SUR","GUASMO","05/03/2014","3:00","Homicidios","21","MASCULINO","SOLTERO","ECUADOR"
"1035","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES SUR","06/09/2014","6:30","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"1036","ZONA 4","MANABI","MANTA","MANTA","MARIA AUXILIADORA","31/08/2014","22:16","Femicidios","","FEMENINO","SOLTERO","ECUADOR"
"1037","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","10/04/2014","12:55","Asesinatos","38","FEMENINO","SOLTERO","ECUADOR"
"1038","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","COCA ORIENTE","29/08/2014","18:15","Asesinatos","75","MASCULINO","SOLTERO","ECUADOR"
"1039","ZONA 7","LOJA","CALVAS","CALVAS","CARIAMANGA ESTE","10/11/2014","10:00","Asesinatos","24","FEMENINO","SOLTERO","ECUADOR"
"1040","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","SAN JUAN","11/11/2014","14:45","Homicidios","26","MASCULINO","SOLTERO","ECUADOR"
"1041","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","COCA ORIENTE","29/08/2014","20:00","Homicidios","4","MASCULINO","SOLTERO","ECUADOR"
"1042","ZONA 4","MANABI","MANTA","MANTA","CENTRO","28/08/2014","20:41","Homicidios","18","MASCULINO","SOLTERO","ECUADOR"
"1043","ZONA 5","SANTA_ELENA","SANTA_ELENA","SANTA ELENA","SAN PABLO","04/03/2014","1:00","Asesinatos","53","MASCULINO","CASADO","OTROS"
"1044","ZONA 5","GUAYAS","NOBOL","DAULE","NOBOL","27/08/2014","12:30","Femicidios","52","FEMENINO","VIUDO","ECUADOR"
"1045","ZONA 7","EL_ORO","MACHALA","MACHALA","LAS KATYAS","13/08/2014","14:50","Homicidios","29","MASCULINO","SOLTERO","ECUADOR"
"1046","ZONA 3","COTOPAXI","SAN_MIGUEL_DE_SALCEDO","SALCEDO","SALCEDO","11/08/2014","4:00","Homicidios","33","MASCULINO","SOLTERO","ECUADOR"
"1047","ZONA 2","PICHINCHA","MEJIA","RUMIÑAHUI - MEJIA","ALOAG","09/03/2014","0:34","Asesinatos","28","MASCULINO","CASADO","ECUADOR"
"1048","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","13/03/2014","14:25","Asesinatos","45","MASCULINO","CASADO","ECUADOR"
"1049","ZONA 2","PICHINCHA","SAN_MIGUEL_DE_LOS_BANCOS","NOROCCIDENTE","LOS BANCOS","10/08/2014","12:00","Homicidios","22","MASCULINO","CASADO","ECUADOR"
"1050","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA VALDRAMINA","13/03/2014","20:29","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"1051","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","13/03/2014","21:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1052","ZONA 3","COTOPAXI","LATACUNGA","LATACUNGA","GUAYTACAMA","10/08/2014","23:31","Homicidios","","MASCULINO","SOLTERO","COLOMBIA"
"1053","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","16/03/2014","4:46","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"1054","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","17/03/2014","2:29","Homicidios","44","MASCULINO","SOLTERO","ECUADOR"
"1055","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","ALANGASI","19/03/2014","23:00","Homicidios","30","MASCULINO","SOLTERO","ECUADOR"
"1056","ZONA 8","GUAYAS","GUAYAQUIL","SUR","7 LAGOS","10/08/2014","21:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"1057","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","GUANGOPOLO","05/08/2014","0:00","Homicidios","19","MASCULINO","SOLTERO","ECUADOR"
"1058","ZONA 5","GUAYAS","CORONEL_MARCELINO_MARIDUENA","NARANJITO MARCELINO MARIDUEÑA","MARCELINO MARIDUEÑA","20/03/2014","12:00","Asesinatos","62","FEMENINO","SOLTERO","ECUADOR"
"1059","ZONA 4","MANABI","MANTA","MANTA","LA PRADERA","03/08/2014","18:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1060","ZONA 6","CANAR","SUSCAL","CAÑAR","SUSCAL","22/03/2014","22:16","Asesinatos","55","MASCULINO","CASADO","ECUADOR"
"1061","ZONA 6","AZUAY","CUENCA","CUENCA NORTE","EL SAGRARIO","02/08/2014","16:30","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"1062","ZONA 4","MANABI","PEDERNALES","PEDERNALES","BECHE","01/08/2014","18:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1063","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","AMAZONAS","01/08/2014","1:00","Homicidios","","MASCULINO","SOLTERO","COLOMBIA"
"1064","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","LA VALDRAMINA","23/03/2014","2:10","Homicidios","22","MASCULINO","SOLTERO","ECUADOR"
"1065","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","CONTROL","29/07/2014","11:30","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"1066","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","NUEVO ISRAEL","23/03/2014","14:00","Asesinatos","21","FEMENINO","CASADO","ECUADOR"
"1067","ZONA 5","LOS_RIOS","VINCES","VINCES","SANTA MARTHA","23/03/2014","1:00","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"1068","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","25/03/2014","19:18","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"1069","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","BORBON","28/07/2014","7:00","Asesinatos","","MASCULINO","UNION LIBRE","ECUADOR"
"1070","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES SUR","28/07/2014","6:00","Asesinatos","41","MASCULINO","SOLTERO","ECUADOR"
"1071","ZONA 7","ZAMORA_CHINCHIPE","EL_PANGUI","YANTZAZA","PANGUI","12/11/2014","1:00","Asesinatos","47","MASCULINO","SOLTERO","ECUADOR"
"1072","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","12/11/2014","23:30","Asesinatos","25","MASCULINO","SOLTERO","COLOMBIA"
"1073","ZONA 4","MANABI","MANTA","MANTA","CUBA","26/07/2014","21:10","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1074","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","JUAN EULOGIO","26/03/2014","22:31","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1075","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","26/03/2014","2:29","Asesinatos","","MASCULINO","SOLTERO","ECUADOR"
"1076","ZONA 3","CHIMBORAZO","CHUNCHI","ALAUSI","CHUNCHI","07/07/2014","12:40","Asesinatos","","MASCULINO","SOLTERO","ECUADOR"
"1077","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","05/07/2014","5:00","Asesinatos","","MASCULINO","SOLTERO","ECUADOR"
"1078","ZONA 7","LOJA","MACARA","MACARA","MACARA","28/03/2014","16:19","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"1079","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GUAYACAN","29/03/2014","18:30","Homicidios","33","MASCULINO","SOLTERO","ECUADOR"
"1080","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","CARONDELET","03/07/2014","17:00","Asesinatos","63","MASCULINO","CASADO","ECUADOR"
"1081","ZONA 4","MANABI","MANTA","MANTA","LOS ESTEROS","03/07/2014","18:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1082","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","02/07/2014","19:31","Asesinatos","","FEMENINO","SOLTERO","ECUADOR"
"1083","ZONA 5","GUAYAS","BALZAR","BALZAR","BALZAR SUR","01/07/2014","20:40","Sicariatos","28","MASCULINO","SOLTERO","ECUADOR"
"1084","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES SUR","20/06/2014","21:30","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"1085","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","BORBON","14/06/2014","21:16","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"1086","ZONA 2","PICHINCHA","PUERTO_QUITO","NOROCCIDENTE","PUERTO QUITO NORTE","29/03/2014","13:30","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"1087","ZONA 9","PICHINCHA","QUITO","QUITUMBE","ECUATORIANA","04/04/2014","19:50","Homicidios","23","MASCULINO","SOLTERO","ECUADOR"
"1088","ZONA 6","MORONA_SANTIAGO","LIMON_INDANZA","MENDEZ","LIMON","11/06/2014","0:00","Homicidios","41","MASCULINO","SOLTERO","ECUADOR"
"1089","ZONA 6","MORONA_SANTIAGO","LIMON_INDANZA","MENDEZ","LIMON","11/06/2014","0:00","Homicidios","51","FEMENINO","CASADO","ECUADOR"
"1090","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","08/04/2014","19:40","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"1091","ZONA 3","PASTAZA","PASTAZA","PASTAZA","PUYO SUR","06/06/2014","22:00","Asesinatos","50","MASCULINO","SOLTERO","ECUADOR"
"1092","ZONA 1","ESMERALDAS","ATACAMES","ATACAMES","TONSUPA","01/06/2014","0:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"1093","ZONA 5","SANTA_ELENA","LA_LIBERTAD","LIBERTAD SALINAS","5 DE JUNIO","11/04/2014","23:18","Asesinatos","42","MASCULINO","SOLTERO","ECUADOR"
"1094","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","ANCHAYACU","01/06/2014","0:00","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"1095","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","ANCHAYACU","01/06/2014","0:00","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"1096","ZONA 8","GUAYAS","DURAN","DURAN","ABEL GILBERT","25/06/2014","22:00","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"1097","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","NUEVO ISRAEL","11/04/2014","11:29","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1098","ZONA 4","MANABI","EL_CARMEN","EL CARMEN","EL CARMEN","01/06/2014","0:00","Asesinatos","38","FEMENINO","CASADO","ECUADOR"
"1099","ZONA 2","PICHINCHA","PEDRO_VICENTE_MALDONADO","NOROCCIDENTE","MALDONADO","11/04/2014","9:00","Asesinatos","21","FEMENINO","SOLTERO","ECUADOR"
"1100","ZONA 7","EL_ORO","ARENILLAS","HUAQUILLAS","ARENILLAS","01/06/2014","0:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1101","ZONA 7","EL_ORO","EL_GUABO","PASAJE","RIO BONITO","12/04/2014","23:44","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"1102","ZONA 1","ESMERALDAS","QUININDE","QUININDE","CUPA","30/05/2014","22:30","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1103","ZONA 2","PICHINCHA","MEJIA","RUMIÑAHUI - MEJIA","ALOAG","26/05/2014","2:00","Asesinatos","59","MASCULINO","CASADO","ECUADOR"
"1104","ZONA 5","GUAYAS","NOBOL","DAULE","NOBOL","26/05/2014","8:00","Asesinatos","48","MASCULINO","VIUDO","ECUADOR"
"1105","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","PLAN DE VIVIENDA","22/04/2014","23:40","Asesinatos","40","MASCULINO","SOLTERO","ECUADOR"
"1106","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","PUERTO DEL MONO","25/05/2014","1:45","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1107","ZONA 6","MORONA_SANTIAGO","SUCUA","CENTRO SUR","SUCUA","19/05/2014","16:00","Asesinatos","28","FEMENINO","CASADO","ECUADOR"
"1108","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","27/04/2014","21:48","Asesinatos","","MASCULINO","NO DETERMINADO","ECUADOR"
"1109","ZONA 6","MORONA_SANTIAGO","SANTIAGO","MENDEZ","SANTIAGO DE MENDEZ","08/05/2014","8:00","Homicidios","0","MASCULINO","SOLTERO","ECUADOR"
"1110","ZONA 4","MANABI","MANTA","MANTA","CUBA","13/11/2014","19:40","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1111","ZONA 1","CARCHI","MIRA","ESPEJO","MIRA","13/11/2014","5:00","Homicidios","66","FEMENINO","CASADO","ECUADOR"
"1112","ZONA 4","MANABI","MANTA","MANTA","CUBA","13/11/2014","19:40","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"1113","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","13/11/2014","20:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1114","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL CENTRO","14/11/2014","8:00","Asesinatos","37","MASCULINO","SOLTERO","ECUADOR"
"1115","ZONA 5","GUAYAS","ISIDRO_AYORA","PEDRO CARBO","ISIDRO AYORA","14/11/2014","11:00","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"1116","ZONA 7","ZAMORA_CHINCHIPE","ZAMORA","ZAMORA","MANBIJA","15/11/2014","2:30","Homicidios","23","MASCULINO","SOLTERO","ECUADOR"
"1117","ZONA 5","LOS_RIOS","BABA","BABAHOYO","GUARE DE BABA","14/11/2014","20:30","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1118","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","15/11/2014","4:30","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"1119","ZONA 8","GUAYAS","DURAN","DURAN","ARBOLITO","15/11/2014","12:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1120","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","15/11/2014","22:00","Asesinatos","52","FEMENINO","SOLTERO","ECUADOR"
"1121","ZONA 5","GUAYAS","SALITRE","SALITRE","SALITRE SAUCES","16/11/2014","1:00","Homicidios","19","MASCULINO","SOLTERO","ECUADOR"
